Date,Open,High,Low,Close,Adj Close,Volume
2024-12-27,98.75,98.85,98.46,98.73,98.73,462295
2024-12-30,99.74,99.99,99.26,99.41,99.41,411765
2024-12-31,98.18,98.72,97.98,98.68,98.68,650973
2025-01-01,99.36,99.65,98.68,98.9,98.9,545431
2025-01-02,98.9,99.08,98.6,98.95,98.95,62273
2025-01-03,98.17,98.69,97.91,98.29,98.29,512502
2025-01-06,100.13,100.59,99.67,100.44,100.44,806403
2025-01-07,100.58,101.3,100.33,101.07,101.07,459239
2025-01-08,99.29,99.3,98.55,99.05,99.05,51956
2025-01-09,99.25,99.29,98.81,99.23,99.23,786278
2025-01-10,98.18,98.77,98.08,98.57,98.57,201363
2025-01-13,99.03,99.66,98.57,99.42,99.42,258620
2025-01-14,98.53,98.93,98.47,98.63,98.63,164706
2025-01-15,99.02,99.16,98.11,98.52,98.52,330215
2025-01-16,98.94,99.37,98.75,99.02,99.02,756751
2025-01-17,99.44,100.32,99.0,99.89,99.89,519385
2025-01-20,98.61,99.08,98.18,98.69,98.69,204881
2025-01-21,98.27,98.37,97.87,98.35,98.35,877830
2025-01-22,97.07,98.12,96.67,97.88,97.88,879581
2025-01-23,97.21,97.28,97.06,97.22,97.22,870578
2025-01-24,98.92,99.11,98.88,98.99,98.99,238796
2025-01-27,99.6,100.1,99.19,99.39,99.39,451239
2025-01-28,98.69,98.76,98.05,98.13,98.13,984989
2025-01-29,99.39,99.64,98.7,99.05,99.05,772012
2025-01-30,101.09,101.48,100.92,101.17,101.17,27167
2025-01-31,101.87,102.56,101.39,102.21,102.21,65204
2025-02-03,101.46,101.74,100.37,100.69,100.69,463931
2025-02-04,100.22,100.22,99.79,100.2,100.2,909220
2025-02-05,101.47,101.64,101.4,101.47,101.47,538701
2025-02-06,100.75,101.02,100.32,100.76,100.76,497812
2025-02-07,101.26,101.31,100.74,101.21,101.21,105473
2025-02-10,101.94,102.16,101.69,101.98,101.98,656780
2025-02-11,100.88,101.07,100.58,101.05,101.05,822103
2025-02-12,100.83,101.03,100.45,100.99,100.99,380420
2025-02-13,97.74,97.95,97.65,97.75,97.75,775611
2025-02-14,96.56,96.79,96.31,96.73,96.73,964476
2025-02-17,96.26,96.76,96.06,96.48,96.48,203766
2025-02-18,95.26,95.6,95.15,95.23,95.23,523329
2025-02-19,96.78,97.26,96.6,96.86,96.86,287137
2025-02-20,95.88,95.98,95.4,95.43,95.43,792854
2025-02-21,94.19,95.07,94.18,94.99,94.99,577593
2025-02-24,95.45,95.5,95.05,95.12,95.12,634582
2025-02-25,96.94,97.25,96.08,96.56,96.56,797914
2025-02-26,94.5,95.48,94.23,95.13,95.13,395970
2025-02-27,96.19,96.3,95.7,96.29,96.29,915090
2025-02-28,96.19,96.77,95.97,96.3,96.3,533028
2025-03-03,94.9,95.34,94.74,95.32,95.32,157954
2025-03-04,95.55,96.05,95.29,95.78,95.78,695899
2025-03-05,95.65,96.33,95.43,95.98,95.98,793261
2025-03-06,95.9,96.34,95.33,95.38,95.38,316761
2025-03-07,95.73,96.09,95.13,95.45,95.45,857179
2025-03-10,95.44,95.85,94.96,95.06,95.06,906143
2025-03-11,95.39,95.56,94.87,95.18,95.18,276904
2025-03-12,95.5,96.25,95.18,95.84,95.84,983521
2025-03-13,97.27,97.46,97.19,97.42,97.42,140711
2025-03-14,96.33,96.78,96.16,96.19,96.19,202015
2025-03-17,97.95,98.59,97.56,98.32,98.32,184224
2025-03-18,96.58,96.99,96.14,96.37,96.37,893989
2025-03-19,96.14,96.44,96.12,96.22,96.22,654292
2025-03-20,96.69,97.13,96.19,96.8,96.8,152104
2025-03-21,97.3,97.56,97.06,97.09,97.09,440323
2025-03-24,96.6,96.96,96.12,96.46,96.46,615298
2025-03-25,96.15,96.3,95.65,96.25,96.25,83464
2025-03-26,96.11,96.14,95.64,95.76,95.76,882416
2025-03-27,94.85,95.3,94.78,95.17,95.17,803603
2025-03-28,96.21,96.29,95.96,96.02,96.02,505206
2025-03-31,96.56,96.99,96.23,96.38,96.38,967126
2025-04-01,95.59,95.8,95.54,95.69,95.69,417760
2025-04-02,96.68,97.17,96.24,96.59,96.59,984110
2025-04-03,96.52,97.06,96.49,96.89,96.89,667919
2025-04-04,97.98,98.07,97.45,97.71,97.71,634671
2025-04-07,98.28,98.73,97.78,98.34,98.34,165954
2025-04-08,97.35,97.84,96.94,97.51,97.51,881927
2025-04-09,97.26,97.51,96.64,96.95,96.95,427489
2025-04-10,97.48,97.97,97.33,97.69,97.69,162233
2025-04-11,97.88,98.66,97.57,98.3,98.3,12607
2025-04-14,97.82,98.4,97.55,98.28,98.28,559755
2025-04-15,98.58,99.08,98.19,98.4,98.4,527399
2025-04-16,99.29,100.17,99.23,99.68,99.68,719353
2025-04-17,99.61,99.94,98.64,99.09,99.09,890258
2025-04-18,99.01,99.73,98.78,99.63,99.63,79406
2025-04-21,99.94,100.28,99.33,99.43,99.43,731496
2025-04-22,99.28,99.31,99.03,99.21,99.21,187411
2025-04-23,100.28,100.33,100.08,100.31,100.31,858177
2025-04-24,100.97,101.27,100.56,101.14,101.14,819063
2025-04-25,102.07,102.3,101.58,101.95,101.95,540793
2025-04-28,103.25,103.69,102.86,103.26,103.26,710242
2025-04-29,103.61,103.97,103.27,103.28,103.28,314350
2025-04-30,103.99,104.37,103.75,103.96,103.96,471167
2025-05-01,103.69,103.91,103.41,103.65,103.65,821636
2025-05-02,103.86,104.15,103.86,103.97,103.97,459265
2025-05-05,103.83,104.03,103.7,103.84,103.84,357798
2025-05-06,104.03,104.53,103.56,103.94,103.94,494212
2025-05-07,104.02,104.56,103.95,104.54,104.54,828249
2025-05-08,103.31,104.15,103.05,103.72,103.72,335208
2025-05-09,106.03,106.32,105.7,105.81,105.81,173761
2025-05-12,104.86,105.07,104.8,104.8,104.8,712014
2025-05-13,103.53,103.95,103.41,103.59,103.59,825978
2025-05-14,104.75,105.0,104.26,104.75,104.75,100637
2025-05-15,105.64,106.08,105.14,105.54,105.54,239874
2025-05-16,106.0,106.61,105.52,106.16,106.16,141971
2025-05-19,106.56,107.0,106.31,106.79,106.79,347941
2025-05-20,106.84,106.98,106.72,106.78,106.78,450350
2025-05-21,105.59,106.18,105.31,105.88,105.88,748826
2025-05-22,106.08,106.54,105.73,105.96,105.96,651147
2025-05-23,104.77,105.39,104.35,105.28,105.28,620928
2025-05-26,106.56,106.88,106.21,106.26,106.26,352374
2025-05-27,106.25,106.57,105.86,106.11,106.11,841447
2025-05-28,105.36,105.73,105.21,105.28,105.28,471287
2025-05-29,105.26,105.32,104.8,104.96,104.96,979104
2025-05-30,105.87,106.23,105.01,105.38,105.38,634142
2025-06-02,105.12,105.57,104.57,104.81,104.81,126264
2025-06-03,103.44,104.08,103.25,103.99,103.99,676177
2025-06-04,103.85,104.35,103.65,104.23,104.23,325104
2025-06-05,104.29,104.96,104.06,104.48,104.48,686327
2025-06-06,103.98,104.07,103.58,103.97,103.97,69641
2025-06-09,103.66,104.08,103.05,103.5,103.5,174881
2025-06-10,103.51,103.98,103.04,103.73,103.73,855737
2025-06-11,102.34,102.46,101.89,102.28,102.28,227179
2025-06-12,100.65,101.31,100.49,100.88,100.88,837041
2025-06-13,99.97,100.38,99.63,100.16,100.16,279276
2025-06-16,99.52,100.2,99.3,99.94,99.94,642881
2025-06-17,99.98,100.44,99.85,100.26,100.26,694150
2025-06-18,101.33,102.03,100.9,101.73,101.73,512654
2025-06-19,102.3,102.67,102.28,102.59,102.59,305310
2025-06-20,102.74,102.94,101.98,102.43,102.43,212644
2025-06-23,102.12,102.89,101.89,102.41,102.41,33189
2025-06-24,102.2,102.33,101.09,101.41,101.41,303946
2025-06-25,101.54,101.86,101.06,101.39,101.39,653162
2025-06-26,101.16,101.32,100.65,101.1,101.1,938304
2025-06-27,101.16,101.81,100.85,101.42,101.42,871204
2025-06-30,100.81,100.87,100.29,100.6,100.6,766064
2025-07-01,100.94,101.6,100.91,101.11,101.11,788447
2025-07-02,102.68,102.91,102.39,102.65,102.65,664984
2025-07-03,103.31,103.42,102.46,102.54,102.54,260286
2025-07-04,102.91,102.98,102.54,102.94,102.94,907195
2025-07-07,103.98,104.06,103.37,103.63,103.63,670732
2025-07-08,103.02,103.49,102.68,103.23,103.23,560440
2025-07-09,103.44,103.62,103.42,103.45,103.45,110989
2025-07-10,104.0,104.41,103.42,103.47,103.47,447055
2025-07-11,103.38,103.78,103.02,103.56,103.56,460358
2025-07-14,103.33,103.46,102.75,102.79,102.79,864563
2025-07-15,103.03,103.34,102.78,102.82,102.82,546648
2025-07-16,103.14,103.67,103.14,103.31,103.31,380400
2025-07-17,104.95,105.04,104.29,104.76,104.76,976800
2025-07-18,106.02,106.1,105.35,105.72,105.72,110720
2025-07-21,108.06,108.08,107.7,107.88,107.88,422548
2025-07-22,106.64,107.48,106.49,107.11,107.11,42024
2025-07-23,107.76,108.31,107.59,107.98,107.98,739904
2025-07-24,108.09,108.4,107.7,108.16,108.16,918076
2025-07-25,110.33,110.78,110.0,110.35,110.35,280037
2025-07-28,109.73,110.14,109.45,109.55,109.55,858341
2025-07-29,108.76,109.05,108.62,108.71,108.71,292218
2025-07-30,107.71,108.54,107.66,108.11,108.11,910770
2025-07-31,106.1,106.2,105.65,105.98,105.98,753961
2025-08-01,105.64,105.7,105.08,105.46,105.46,804906
2025-08-04,104.87,105.0,104.57,104.7,104.7,18006
2025-08-05,105.17,105.2,104.84,104.85,104.85,962810
2025-08-06,105.44,105.71,105.15,105.19,105.19,726670
2025-08-07,107.2,107.67,106.58,107.07,107.07,304751
2025-08-08,108.0,108.04,107.85,108.02,108.02,829394
2025-08-11,106.94,107.5,106.56,107.44,107.44,281521
2025-08-12,106.67,106.9,106.23,106.54,106.54,872753
2025-08-13,107.1,107.56,106.84,107.03,107.03,112580
2025-08-14,105.8,105.95,105.61,105.71,105.71,703685
2025-08-15,107.16,107.8,107.1,107.55,107.55,540698
2025-08-18,108.4,108.75,108.09,108.72,108.72,96534
2025-08-19,108.57,108.65,107.87,108.26,108.26,241893
2025-08-20,106.53,107.04,106.21,106.54,106.54,12404
2025-08-21,108.1,108.58,107.63,107.9,107.9,468767
2025-08-22,107.79,107.79,107.76,107.78,107.78,301265
2025-08-25,109.03,109.5,108.54,109.02,109.02,598357
